INSTRUMENT,SYMBOL,EXPIRY_DT,STRIKE_PR,OPTION_TYP,OPEN,HIGH,LOW,CLOSE,SETTLE_PR,CONTRACTS,VAL_INLAKH,OPEN_INT,CHG_IN_OI,TIMESTAMP
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,185.97,186.54,184.22,184.73,184.73,2226,102.8,4572,-4656,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,-0.62,3.15,0.05,0.57,0.57,2072,0.3,31696,-4700,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,163.15,165.24,161.27,164.69,164.69,1640,67.52,39243,-2596,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,2.42,3.72,0.05,1.04,1.04,1118,0.29,2366,2079,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,147.2,149.74,144.65,145.38,145.38,1698,61.71,31122,53,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,-0.38,2.06,0.05,0.77,0.77,2052,0.4,43311,4360,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,124.81,127.42,123.59,125.75,125.75,72,2.26,32840,-1894,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,2.39,4.67,1.14,2.05,2.05,717,0.37,8828,153,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,106.9,109.63,104.95,106.76,106.76,1900,50.71,15332,-2857,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,0.24,4.3,0.05,1.96,1.96,62,0.03,37894,-1331,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,88.99,89.47,86.18,87.22,87.22,2250,49.06,7864,-2520,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,-0.05,3.21,0.05,1.23,1.23,130,0.04,46025,1507,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,66.23,68.62,64.24,67.47,67.47,1170,19.73,8878,-990,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,-0.24,0.68,0.05,0.52,0.52,566,0.07,4700,-3537,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,47.46,48.43,43.25,46.22,46.22,536,6.19,9327,-3660,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,1.74,4.63,0.05,0.85,0.85,790,0.17,17088,-2725,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,27.77,29.76,25.78,26.49,26.49,1638,10.85,21551,4110,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,2.63,3.78,0.23,2.42,2.42,998,0.6,4387,-65,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,7.23,8.39,4.9,6.92,6.92,2087,3.61,9621,2013,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,2.5,5.0,0.05,1.74,1.74,588,0.26,1687,3977,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,-0.07,1.99,0.05,1.22,1.22,928,0.28,2512,-2608,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,18.0,19.77,15.62,16.78,16.78,2171,9.11,14932,174,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,2.38,3.86,2.05,2.12,2.12,1204,0.64,7858,-4883,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,38.99,39.51,38.91,39.24,39.24,715,7.01,11868,2938,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,-0.26,2.27,0.05,0.82,0.82,1673,0.34,34441,-1601,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,57.08,58.64,54.33,57.14,57.14,382,5.46,30849,-4031,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,1.13,3.72,0.78,2.71,2.71,2290,1.55,30286,4925,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,76.5,77.3,75.2,76.44,76.44,729,13.93,16478,-2792,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,2.06,4.28,0.65,2.74,2.74,1456,1.0,13997,-4062,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,96.29,97.71,94.21,96.12,96.12,622,14.95,9747,-1827,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,-0.4,2.5,0.05,0.66,0.66,1774,0.29,22385,4151,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,115.53,118.8,113.46,117.23,117.23,2975,87.19,25373,1290,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,1.34,3.42,0.05,0.45,0.45,2569,0.29,46251,2600,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,138.6,139.83,135.63,137.46,137.46,1572,54.02,23016,4126,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,1.17,2.93,0.05,0.37,0.37,1187,0.11,35714,-4192,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,157.18,159.23,154.78,156.82,156.82,2590,101.54,32996,287,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,0.37,3.78,0.05,0.93,0.93,437,0.1,47013,1502,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,174.75,178.23,172.87,176.64,176.64,195,8.61,12418,3655,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,1.44,2.53,0.05,0.6,0.6,1884,0.28,49842,60,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,195.11,197.75,192.36,196.51,196.51,1132,55.61,47789,-3273,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,1.6,3.19,0.05,0.32,0.32,1726,0.14,21340,4696,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,217.76,220.56,215.31,216.23,216.23,1416,76.55,34501,1870,23-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,180.12,182.63,179.92,181.68,181.68,2560,116.28,43494,-195,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,0.69,2.32,0.67,0.71,0.71,2472,0.44,10480,4680,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,162.49,165.22,160.98,161.45,161.45,2731,110.23,34418,3322,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,0.57,1.26,0.05,0.39,0.39,2622,0.26,48486,-4478,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,143.28,145.89,139.85,142.36,142.36,2080,74.03,3279,2996,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,0.69,2.53,0.05,1.9,1.9,2284,1.08,31433,1921,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,123.86,124.29,121.32,123.08,123.08,851,26.19,26390,-4125,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,-0.64,1.97,0.05,0.52,0.52,1181,0.15,2145,-1243,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,101.88,103.66,101.35,103.21,103.21,2305,59.47,41028,-4580,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,3.19,4.91,0.38,2.09,2.09,1481,0.77,32810,4910,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,84.29,85.45,79.91,82.6,82.6,1248,25.77,33608,-2457,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,3.7,5.31,1.69,3.04,3.04,1414,1.07,49762,-2473,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,63.64,65.32,59.65,62.39,62.39,1889,29.46,36242,-3069,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,2.77,5.14,0.05,1.11,1.11,1803,0.5,31567,-1209,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,44.09,44.84,42.61,42.68,42.68,305,3.25,41447,2577,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,0.18,2.09,0.05,2.05,2.05,61,0.03,26889,30,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,22.02,26.62,20.86,23.66,23.66,956,5.65,15597,-4398,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,3.83,4.48,0.05,2.3,2.3,2768,1.59,3262,-3568,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,2.83,3.91,1.8,2.3,2.3,1175,0.68,19075,2337,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,-0.46,3.66,0.05,1.12,1.12,177,0.05,14088,-4947,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,3.34,4.36,0.48,2.66,2.66,1854,1.23,36374,4655,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,21.25,22.64,18.13,20.4,20.4,2398,12.23,8115,1991,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,1.79,4.12,0.05,0.54,0.54,782,0.11,42433,-4099,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,39.4,42.69,38.26,41.24,41.24,1837,18.94,21429,650,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,4.19,7.13,2.53,3.0,3.0,108,0.08,34888,742,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,59.9,62.53,57.31,61.88,61.88,1366,21.13,21146,-3167,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,2.14,3.45,0.05,0.56,0.56,2635,0.37,10898,-4311,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,79.76,81.86,78.43,79.92,79.92,2216,44.28,30943,-3788,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,1.62,2.81,0.44,1.33,1.33,1754,0.58,35737,-2467,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,101.15,104.2,100.18,101.56,101.56,1475,37.45,19252,2966,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,0.71,3.98,0.05,1.77,1.77,434,0.19,7823,3452,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,118.59,120.68,115.68,119.45,119.45,433,12.93,37068,1573,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,2.59,3.7,0.05,1.34,1.34,939,0.31,12989,-1277,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,141.95,144.88,137.85,140.34,140.34,214,7.51,49118,176,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,1.49,3.19,0.05,1.07,1.07,2604,0.7,37572,-4580,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,160.32,163.02,158.71,159.37,159.37,1775,70.72,28120,-1820,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,1.87,4.15,0.05,0.5,0.5,891,0.11,2611,-2809,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,178.71,181.3,177.17,180.22,180.22,2972,133.9,43744,201,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,0.83,2.83,0.05,0.53,0.53,1567,0.21,6414,715,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,200.29,202.54,198.08,199.34,199.34,2637,131.41,8649,-1880,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,2.63,5.47,0.05,0.77,0.77,2705,0.52,17449,-3141,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,221.35,224.35,217.09,219.7,219.7,333,18.29,17885,3666,24-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,176.61,180.08,174.16,178.46,178.46,2429,108.37,11342,814,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,-1.27,1.62,0.05,0.31,0.31,763,0.06,43079,-1996,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,158.72,159.7,155.56,158.27,158.27,2324,91.95,26123,-3985,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,1.19,2.7,0.05,1.45,1.45,282,0.1,45154,3127,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,139.36,140.9,137.15,138.83,138.83,101,3.51,14858,-2642,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,0.85,2.45,0.17,1.23,1.23,1728,0.53,32988,-4163,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,119.95,122.15,116.61,118.76,118.76,863,25.62,31314,812,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,1.22,3.52,0.05,2.35,2.35,2340,1.37,9059,-4863,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,97.78,99.58,97.11,99.11,99.11,1446,35.83,29435,-2460,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,1.63,3.66,0.98,2.7,2.7,1350,0.91,4252,-1906,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,81.29,82.41,77.22,79.82,79.82,2540,50.69,8963,916,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,4.7,6.34,0.45,2.75,2.75,72,0.05,16387,-1707,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,58.16,60.23,57.61,59.2,59.2,1024,15.16,5979,4170,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,1.77,3.27,0.73,1.51,1.51,2244,0.85,10876,-4873,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,41.2,43.63,40.44,40.86,40.86,2770,28.3,39886,-109,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,2.39,5.33,1.31,3.07,3.07,369,0.28,34263,4395,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,17.99,18.2,16.36,18.09,18.09,301,1.36,31097,-1780,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,-0.15,4.11,0.05,1.16,1.16,1377,0.4,22514,3003,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,3.01,3.56,0.05,1.05,1.05,2478,0.65,21974,4986,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,6.44,7.84,4.1,5.96,5.96,2899,4.32,25393,4430,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,0.31,4.44,0.05,1.59,1.59,2870,1.14,28035,3153,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,26.44,28.02,23.57,26.62,26.62,1210,8.05,38511,-717,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,1.59,3.88,0.43,1.42,1.42,756,0.27,14311,2340,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,43.84,46.48,42.43,45.58,45.58,1223,13.94,31976,4199,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,2.49,2.73,0.77,0.86,0.86,1192,0.26,22776,-4683,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,63.93,66.61,62.62,64.92,64.92,1446,23.47,12651,3779,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,2.69,2.74,1.49,2.39,2.39,1780,1.06,7035,2735,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,82.82,83.4,81.59,83.09,83.09,1992,41.38,28820,-23,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,2.31,5.06,0.26,2.55,2.55,228,0.15,5875,-4915,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,103.08,106.03,101.32,103.04,103.04,86,2.22,35395,-27,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,0.03,3.88,0.05,1.28,1.28,2019,0.65,11785,-2863,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,123.99,125.36,123.55,124.68,124.68,1459,45.48,2350,-4482,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,-0.36,1.22,0.05,1.04,1.04,2897,0.75,18412,4943,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,145.43,147.18,141.82,143.56,143.56,2006,72.0,46232,-3528,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,2.32,2.66,0.05,1.16,1.16,946,0.27,9252,3334,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,164.02,166.24,161.24,164.05,164.05,922,37.81,7698,-4613,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,2.57,3.09,0.05,1.15,1.15,2181,0.63,41264,3549,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,183.8,186.34,182.16,183.52,183.52,339,15.55,33377,4573,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,-0.04,3.48,0.05,0.74,0.74,2926,0.54,15117,4612,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,202.47,205.66,199.98,203.55,203.55,1144,58.22,5918,1294,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,-0.1,1.11,0.05,0.7,0.7,2245,0.39,48776,-654,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,224.89,227.84,220.31,223.2,223.2,2566,143.18,24347,1894,25-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,177.29,179.68,173.88,176.25,176.25,1145,50.45,7846,3704,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,0.21,3.04,0.05,0.87,0.87,185,0.04,28411,-3913,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,157.32,158.39,156.02,156.97,156.97,2109,82.76,9871,3727,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,1.16,1.75,0.05,0.61,0.61,2213,0.34,22023,-2112,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,135.34,137.19,135.3,135.94,135.94,2844,96.65,22415,-4632,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,3.39,5.31,0.3,1.53,1.53,741,0.28,22096,1484,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,117.75,120.03,114.75,117.98,117.98,1857,54.77,23531,-773,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,2.99,4.05,0.05,1.49,1.49,1827,0.68,38556,-1474,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,97.0,99.35,94.5,97.53,97.53,2872,70.03,18198,-3457,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,3.06,5.07,0.05,2.4,2.4,159,0.1,20703,-3017,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,76.92,78.5,74.32,78.36,78.36,1121,21.96,6657,3753,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,1.89,3.79,1.21,2.63,2.63,394,0.26,49364,3300,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,58.58,59.03,54.99,57.41,57.41,348,4.99,3191,-1258,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,2.02,4.52,0.05,1.37,1.37,2863,0.98,30865,-660,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,37.22,38.68,34.61,38.08,38.08,2317,22.06,5100,264,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,4.16,6.89,0.76,2.3,2.3,1059,0.61,30544,741,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,17.05,18.4,14.73,18.11,18.11,1588,7.19,20858,-680,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,5.08,6.22,2.25,3.3,3.3,2821,2.33,38281,3735,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,3.1,6.57,2.47,4.08,4.08,1220,1.24,43797,34,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,7.38,9.89,5.69,6.43,6.43,2207,3.55,23793,-3348,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,2.03,3.05,0.05,2.58,2.58,2755,1.78,5323,3466,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,26.73,27.64,24.06,26.61,26.61,1246,8.29,14928,-4445,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,0.62,4.07,0.05,1.75,1.75,2759,1.21,19206,786,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,45.11,48.48,44.62,45.83,45.83,2701,30.95,24772,790,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,CE,1.33,3.82,0.05,1.6,1.6,938,0.38,11141,2813,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1540,PE,66.54,67.59,65.54,66.95,66.95,1583,26.5,43622,2986,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,CE,3.27,4.92,1.16,1.59,1.59,931,0.37,3426,4778,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1560,PE,86.9,89.67,82.44,85.0,85.0,1338,28.43,34187,848,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,CE,-0.11,3.22,0.05,1.67,1.67,1962,0.82,40439,-1385,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1580,PE,104.18,107.25,103.82,104.99,104.99,806,21.16,43366,4161,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,CE,1.55,3.56,0.05,2.21,2.21,944,0.52,16495,-629,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1600,PE,126.11,128.08,124.55,126.57,126.57,469,14.84,17904,-2405,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,CE,3.04,3.23,0.33,1.34,1.34,2137,0.72,33188,1711,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1620,PE,146.16,147.4,142.89,145.82,145.82,1860,67.81,19433,-2930,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,CE,1.81,3.75,0.05,0.29,0.29,1369,0.1,47353,604,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1640,PE,165.45,165.84,163.75,164.72,164.72,2860,117.77,24814,-579,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,CE,-1.45,1.07,0.05,0.4,0.4,2589,0.26,3795,-864,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1660,PE,185.86,187.15,183.46,185.04,185.04,2715,125.6,16891,-2353,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,CE,0.8,1.81,0.05,0.15,0.15,2768,0.1,16928,-2787,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1680,PE,204.14,207.65,203.83,204.93,204.93,1457,74.65,27563,-831,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,CE,1.22,1.9,0.05,0.75,0.75,568,0.11,21252,-3787,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1700,PE,226.21,226.27,223.95,224.97,224.97,1932,108.66,31028,43,26-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,CE,172.19,173.3,171.52,171.99,171.99,861,37.02,34773,-1403,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1300,PE,-0.0,3.85,0.05,1.39,1.39,2287,0.79,23175,2269,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,CE,151.73,152.88,150.82,152.75,152.75,1617,61.75,13992,1705,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1320,PE,3.18,3.82,1.09,1.66,1.66,2041,0.85,12754,-2277,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,CE,133.86,134.16,132.77,132.95,132.95,1903,63.25,19889,-2002,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1340,PE,-0.16,2.81,0.05,1.18,1.18,441,0.13,46179,-4335,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,CE,112.83,113.92,111.76,112.7,112.7,1237,34.85,17972,-2120,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1360,PE,3.16,4.39,0.35,1.48,1.48,88,0.03,6048,1173,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,CE,94.34,95.38,90.61,93.03,93.03,2222,51.68,40776,-4106,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1380,PE,0.1,1.7,0.05,0.5,0.5,2284,0.29,33531,4028,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,CE,73.39,75.13,70.58,73.88,73.88,221,4.08,43847,-2184,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1400,PE,4.44,7.1,0.43,2.49,2.49,2673,1.66,37468,-3574,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,CE,55.57,56.7,53.71,54.37,54.37,2128,28.92,1762,-1095,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1420,PE,2.02,3.59,0.05,3.08,3.08,2814,2.17,34466,2272,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,CE,34.02,34.03,29.54,32.33,32.33,827,6.68,42952,743,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1440,PE,3.73,4.98,1.07,1.84,1.84,979,0.45,12403,-4420,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,CE,13.77,14.13,13.61,13.89,13.89,1289,4.48,6820,-4803,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1460,PE,2.88,4.38,2.09,3.63,3.63,1806,1.64,32306,-3884,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,CE,3.83,6.23,1.5,3.12,3.12,152,0.12,44408,2746,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1480,PE,11.16,12.91,7.68,9.74,9.74,2862,6.97,3643,3454,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,CE,2.41,5.63,1.35,3.39,3.39,1039,0.88,37520,-685,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1500,PE,29.14,31.32,28.76,30.77,30.77,453,3.48,37262,-1580,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,CE,2.75,4.72,1.03,3.35,3.35,2898,2.43,31822,-3602,29-JUN-2026
OPTSTK,DEMOSTK,25-JUN-2026,1520,PE,49.92,50.88,49.86,50.56,50.56,1739,21.98,22559,4157,29-JUN-2026
